,starting_station,ending_station,count_of_trips,start_lat,start_lng,end_lat,end_lng
545446,W 30 St & 10 Ave,E 30 St & Park Ave S,85,40.752694,-74.002353,40.74444921,-73.98303529
546546,W 31 St & 7 Ave,8 Ave & W 31 St,85,40.749156,-73.9916,40.7505853470215,-73.9946848154068
546599,W 31 St & 7 Ave,Broadway & E 14 St,85,40.749156,-73.9916,40.73454567,-73.99074142
546600,W 31 St & 7 Ave,Broadway & E 19 St,85,40.749156,-73.9916,40.73866091428551,-73.98987293243407
549063,W 34 St &\tHudson Blvd E,11 Ave & W 59 St,85,40.75516719072139,-74.00059908628464,40.77149671054441,-73.99046033620834
552783,W 37 St & 10 Ave,W 53 St & 10 Ave,85,40.75660359,-73.9979009,40.76669671,-73.99061728
554802,W 4 St & 7 Ave S,King St & Varick St,85,40.73401143,-74.00293877,40.72789701409023,-74.00536268949507
554978,W 4 St & 7 Ave S,W 20 St & 10 Ave,85,40.73401143,-74.00293877,40.745686,-74.005141
555396,W 40 St & 5 Ave,FDR Drive & E 35 St,85,40.752269,-73.982079,40.744219,-73.97121214
557735,W 42 St & 8 Ave,8 Ave & W 33 St,85,40.7575699,-73.99098507,40.751551,-73.993934
558830,W 42 St & Dyer Ave,W 56 St & 10 Ave,85,40.75898481399634,-73.99379968643188,40.768254,-73.988639
560435,W 44 St & 5 Ave,E 40 St & 5 Ave,85,40.75500254,-73.98014437,40.752062307,-73.9816324043
560514,W 44 St & 5 Ave,FDR Drive & E 35 St,85,40.75500254,-73.98014437,40.744219,-73.97121214
561398,W 45 St & 8 Ave,W 56 St & 8 Ave,85,40.75929124,-73.98859651,40.765959181657976,-73.98313522338867
561929,W 46 St & 11 Ave,W 50 St & 10 Ave,85,40.76341379,-73.99667444,40.76473420006519,-73.99194359779358
565233,W 50 St & 10 Ave,W 44 St & 11 Ave,85,40.76473420006519,-73.99194359779358,40.762009,-73.996975
568280,W 53 St & 10 Ave,Broadway & W 41 St,85,40.76669671,-73.99061728,40.75513557,-73.98658032
568700,W 53 St & 10 Ave,W 44 St & 5 Ave,85,40.76669671,-73.99061728,40.75500254,-73.98014437
